2025-05-28 14:53:29,453 Health Check - CPU: 2.2%, RAM: 38.1%, Latency: 103.0ms, Disk: 67.6%, Alerts: None
2025-05-28 16:40:47,193 Health Check - CPU: 6.0%, RAM: 40.8%, Latency: 142.6ms, Disk: 67.6%, Alerts: None
2025-05-28 16:40:48,555 Health Check - CPU: 5.1%, RAM: 40.9%, Latency: 152.2ms, Disk: 67.6%, Alerts: None
2025-05-28 16:40:49,913 Health Check - CPU: 6.8%, RAM: 40.8%, Latency: 181.8ms, Disk: 67.6%, Alerts: None
2025-05-28 16:40:51,224 Health Check - CPU: 8.4%, RAM: 40.9%, Latency: 106.2ms, Disk: 67.6%, Alerts: None
2025-05-28 16:40:52,480 Health Check - CPU: 12.7%, RAM: 40.9%, Latency: 106.3ms, Disk: 67.6%, Alerts: None
2025-05-28 16:40:53,751 Health Check - CPU: 5.2%, RAM: 40.9%, Latency: 110.9ms, Disk: 67.6%, Alerts: None
2025-05-28 16:40:55,014 Health Check - CPU: 7.9%, RAM: 40.9%, Latency: 106.8ms, Disk: 67.6%, Alerts: None
2025-05-28 16:40:56,289 Health Check - CPU: 10.3%, RAM: 40.9%, Latency: 106.8ms, Disk: 67.6%, Alerts: None
2025-05-28 16:40:57,559 Health Check - CPU: 14.1%, RAM: 40.7%, Latency: 105.9ms, Disk: 67.6%, Alerts: None
2025-05-28 16:40:58,834 Health Check - CPU: 27.7%, RAM: 40.6%, Latency: 108.0ms, Disk: 67.6%, Alerts: None
2025-05-28 16:41:00,105 Health Check - CPU: 13.3%, RAM: 40.5%, Latency: 107.9ms, Disk: 67.6%, Alerts: None
2025-05-28 16:41:01,375 Health Check - CPU: 18.2%, RAM: 40.5%, Latency: 105.6ms, Disk: 67.6%, Alerts: None
2025-05-28 16:41:02,631 Health Check - CPU: 27.3%, RAM: 40.5%, Latency: 108.3ms, Disk: 67.6%, Alerts: None
2025-05-28 16:41:03,905 Health Check - CPU: 11.0%, RAM: 40.5%, Latency: 107.2ms, Disk: 67.6%, Alerts: None
2025-05-28 16:41:05,180 Health Check - CPU: 19.0%, RAM: 40.5%, Latency: 106.1ms, Disk: 67.6%, Alerts: None
2025-05-28 16:41:06,438 Health Check - CPU: 23.8%, RAM: 40.6%, Latency: 106.8ms, Disk: 67.6%, Alerts: None
2025-05-29 04:25:05,425 Health Check - CPU: 3.4%, RAM: 39.5%, Latency: 87.4ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:16,148 Health Check - CPU: 7.5%, RAM: 39.9%, Latency: 98.0ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:17,385 Health Check - CPU: 9.1%, RAM: 39.9%, Latency: 94.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:18,624 Health Check - CPU: 10.0%, RAM: 39.9%, Latency: 95.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:19,865 Health Check - CPU: 7.8%, RAM: 39.8%, Latency: 96.1ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:21,116 Health Check - CPU: 7.1%, RAM: 39.8%, Latency: 96.2ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:22,411 Health Check - CPU: 8.9%, RAM: 39.8%, Latency: 137.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:23,751 Health Check - CPU: 9.4%, RAM: 39.8%, Latency: 132.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:25,109 Health Check - CPU: 11.4%, RAM: 39.8%, Latency: 146.3ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:26,483 Health Check - CPU: 20.2%, RAM: 39.8%, Latency: 155.3ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:27,808 Health Check - CPU: 6.4%, RAM: 39.8%, Latency: 131.2ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:29,161 Health Check - CPU: 5.7%, RAM: 39.8%, Latency: 140.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:30,472 Health Check - CPU: 7.5%, RAM: 39.8%, Latency: 121.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:31,823 Health Check - CPU: 4.3%, RAM: 39.8%, Latency: 145.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:33,152 Health Check - CPU: 10.2%, RAM: 39.8%, Latency: 130.2ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:34,463 Health Check - CPU: 3.3%, RAM: 39.8%, Latency: 119.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:35,771 Health Check - CPU: 9.7%, RAM: 39.8%, Latency: 117.3ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:37,085 Health Check - CPU: 5.2%, RAM: 39.8%, Latency: 122.2ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:38,417 Health Check - CPU: 6.3%, RAM: 39.7%, Latency: 142.2ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:39,747 Health Check - CPU: 15.0%, RAM: 39.8%, Latency: 120.3ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:41,068 Health Check - CPU: 11.2%, RAM: 39.7%, Latency: 119.9ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:42,406 Health Check - CPU: 7.6%, RAM: 39.8%, Latency: 130.6ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:43,766 Health Check - CPU: 12.2%, RAM: 39.8%, Latency: 153.4ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:46,667 Health Check - CPU: 8.5%, RAM: 39.8%, Latency: 133.6ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:48,021 Health Check - CPU: 4.3%, RAM: 39.8%, Latency: 135.6ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:49,359 Health Check - CPU: 5.2%, RAM: 39.8%, Latency: 107.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:50,696 Health Check - CPU: 9.0%, RAM: 39.8%, Latency: 145.1ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:52,208 Health Check - CPU: 5.4%, RAM: 39.8%, Latency: 134.3ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:53,529 Health Check - CPU: 10.0%, RAM: 39.8%, Latency: 120.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:54,838 Health Check - CPU: 9.6%, RAM: 39.8%, Latency: 116.3ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:56,172 Health Check - CPU: 2.7%, RAM: 39.8%, Latency: 147.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:57,498 Health Check - CPU: 1.8%, RAM: 39.8%, Latency: 134.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:25:58,807 Health Check - CPU: 19.8%, RAM: 39.9%, Latency: 128.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:00,139 Health Check - CPU: 4.6%, RAM: 39.8%, Latency: 127.4ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:01,467 Health Check - CPU: 7.2%, RAM: 39.8%, Latency: 128.9ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:02,786 Health Check - CPU: 27.6%, RAM: 39.8%, Latency: 116.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:04,130 Health Check - CPU: 14.0%, RAM: 39.8%, Latency: 118.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:05,467 Health Check - CPU: 11.5%, RAM: 39.8%, Latency: 122.0ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:06,806 Health Check - CPU: 11.8%, RAM: 39.8%, Latency: 135.4ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:08,145 Health Check - CPU: 16.3%, RAM: 39.8%, Latency: 113.9ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:12,020 Health Check - CPU: 4.7%, RAM: 39.8%, Latency: 116.4ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:13,415 Health Check - CPU: 4.7%, RAM: 39.9%, Latency: 133.2ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:14,733 Health Check - CPU: 8.4%, RAM: 39.9%, Latency: 115.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:16,068 Health Check - CPU: 11.8%, RAM: 39.8%, Latency: 120.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:17,395 Health Check - CPU: 6.9%, RAM: 39.8%, Latency: 125.6ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:18,770 Health Check - CPU: 12.1%, RAM: 39.8%, Latency: 172.9ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:20,138 Health Check - CPU: 27.0%, RAM: 39.8%, Latency: 129.2ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:21,666 Health Check - CPU: 10.1%, RAM: 39.8%, Latency: 114.9ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:23,015 Health Check - CPU: 6.1%, RAM: 39.8%, Latency: 137.0ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:24,480 Health Check - CPU: 1.8%, RAM: 39.8%, Latency: 121.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:26,273 Health Check - CPU: 7.4%, RAM: 39.8%, Latency: 129.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:27,541 Health Check - CPU: 11.1%, RAM: 39.9%, Latency: 95.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:28,781 Health Check - CPU: 17.3%, RAM: 39.9%, Latency: 97.4ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:30,020 Health Check - CPU: 11.0%, RAM: 39.9%, Latency: 97.3ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:31,259 Health Check - CPU: 6.1%, RAM: 39.9%, Latency: 97.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:32,496 Health Check - CPU: 8.3%, RAM: 39.9%, Latency: 94.9ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:33,733 Health Check - CPU: 2.6%, RAM: 39.9%, Latency: 93.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:34,973 Health Check - CPU: 6.6%, RAM: 39.9%, Latency: 94.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:36,213 Health Check - CPU: 7.7%, RAM: 39.9%, Latency: 95.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:37,450 Health Check - CPU: 4.8%, RAM: 39.9%, Latency: 94.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:38,707 Health Check - CPU: 7.3%, RAM: 39.9%, Latency: 94.0ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:39,949 Health Check - CPU: 4.4%, RAM: 39.9%, Latency: 100.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:41,191 Health Check - CPU: 2.1%, RAM: 39.9%, Latency: 94.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:42,432 Health Check - CPU: 7.8%, RAM: 39.9%, Latency: 95.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:44,212 Health Check - CPU: 11.9%, RAM: 39.9%, Latency: 98.4ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:45,453 Health Check - CPU: 6.8%, RAM: 39.9%, Latency: 94.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:47,549 Health Check - CPU: 9.6%, RAM: 39.9%, Latency: 94.0ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:47,594 💾 نسخه پشتیبان c:\Developer\T13_Project\T13\backup\20250529_042647_version.json ایجاد شد.
2025-05-29 04:26:47,594 نسخه جدید سیستم با معیارهای عملکردی ثبت شد.
2025-05-29 04:26:47,596 پیشنهادات ارتقا ثبت شدند.
2025-05-29 04:26:47,596 🔄 آغاز بازنویسی خودکار سیستم (Refactor)...
2025-05-29 04:26:48,599 💾 نسخه پشتیبان c:\Developer\T13_Project\T13\backup\20250529_042648_self_upgrade_engine.py ایجاد شد.
2025-05-29 04:26:48,599 خطوط تکراری حذف شدند و کد تمیزتر شد.
2025-05-29 04:26:48,599 خطوط بسیار طولانی (بیش از ۱۲۰ کاراکتر) در خطوط: [52, 153]
2025-05-29 04:26:48,600 ✅ بازنویسی خودکار سیستم به پایان رسید و snapshot ثبت شد.
2025-05-29 04:26:48,813 Health Check - CPU: 18.7%, RAM: 39.9%, Latency: 93.9ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:50,065 Health Check - CPU: 16.0%, RAM: 40.0%, Latency: 100.3ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:51,316 Health Check - CPU: 5.5%, RAM: 39.9%, Latency: 97.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:52,568 Health Check - CPU: 5.7%, RAM: 39.9%, Latency: 95.4ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:53,809 Health Check - CPU: 5.9%, RAM: 39.9%, Latency: 95.6ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:55,050 Health Check - CPU: 6.6%, RAM: 39.9%, Latency: 96.9ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:56,290 Health Check - CPU: 8.7%, RAM: 39.9%, Latency: 94.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:57,567 Health Check - CPU: 6.9%, RAM: 39.9%, Latency: 124.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:26:58,824 Health Check - CPU: 2.3%, RAM: 39.9%, Latency: 104.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:00,076 Health Check - CPU: 4.5%, RAM: 39.9%, Latency: 94.6ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:01,360 Health Check - CPU: 6.7%, RAM: 39.9%, Latency: 128.1ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:04,894 Health Check - CPU: 8.0%, RAM: 39.9%, Latency: 133.3ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:06,211 Health Check - CPU: 15.5%, RAM: 39.9%, Latency: 127.4ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:07,548 Health Check - CPU: 6.8%, RAM: 39.9%, Latency: 122.3ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:08,855 Health Check - CPU: 4.3%, RAM: 39.9%, Latency: 107.6ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:10,187 Health Check - CPU: 8.9%, RAM: 40.0%, Latency: 131.9ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:11,485 Health Check - CPU: 3.9%, RAM: 39.9%, Latency: 142.3ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:12,815 Health Check - CPU: 8.8%, RAM: 40.0%, Latency: 133.6ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:14,137 Health Check - CPU: 10.4%, RAM: 39.9%, Latency: 142.0ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:15,430 Health Check - CPU: 8.2%, RAM: 39.9%, Latency: 122.3ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:16,741 Health Check - CPU: 6.0%, RAM: 39.9%, Latency: 122.3ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:18,088 Health Check - CPU: 10.0%, RAM: 39.9%, Latency: 144.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:19,404 Health Check - CPU: 3.4%, RAM: 39.9%, Latency: 129.6ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:20,893 Health Check - CPU: 8.1%, RAM: 39.9%, Latency: 126.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:22,389 Health Check - CPU: 11.3%, RAM: 39.9%, Latency: 124.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:23,720 Health Check - CPU: 14.4%, RAM: 39.9%, Latency: 114.1ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:25,054 Health Check - CPU: 7.5%, RAM: 39.9%, Latency: 125.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:26,380 Health Check - CPU: 5.9%, RAM: 39.9%, Latency: 113.2ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:27,692 Health Check - CPU: 10.2%, RAM: 40.0%, Latency: 149.0ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:29,034 Health Check - CPU: 12.2%, RAM: 39.9%, Latency: 120.2ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:30,460 Health Check - CPU: 11.1%, RAM: 39.9%, Latency: 227.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:31,776 Health Check - CPU: 8.8%, RAM: 39.9%, Latency: 118.1ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:33,147 Health Check - CPU: 12.9%, RAM: 39.9%, Latency: 163.9ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:38,214 Health Check - CPU: 3.0%, RAM: 39.9%, Latency: 126.1ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:39,597 Health Check - CPU: 11.0%, RAM: 39.9%, Latency: 160.3ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:40,925 Health Check - CPU: 11.6%, RAM: 39.9%, Latency: 131.3ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:43,530 Health Check - CPU: 6.2%, RAM: 39.9%, Latency: 141.0ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:44,876 Health Check - CPU: 8.9%, RAM: 40.0%, Latency: 113.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:46,316 Health Check - CPU: 12.6%, RAM: 39.9%, Latency: 126.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:47,603 Health Check - CPU: 21.6%, RAM: 39.9%, Latency: 121.3ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:48,920 Health Check - CPU: 5.4%, RAM: 39.9%, Latency: 128.6ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:50,257 Health Check - CPU: 8.5%, RAM: 39.9%, Latency: 148.4ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:51,649 Health Check - CPU: 12.0%, RAM: 40.0%, Latency: 154.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:52,927 Health Check - CPU: 16.9%, RAM: 39.9%, Latency: 124.3ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:54,259 Health Check - CPU: 11.4%, RAM: 39.9%, Latency: 122.4ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:55,624 Health Check - CPU: 9.2%, RAM: 39.9%, Latency: 128.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:27:57,643 Health Check - CPU: 5.7%, RAM: 39.9%, Latency: 114.2ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:00,089 Health Check - CPU: 30.6%, RAM: 40.1%, Latency: 110.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:02,242 Health Check - CPU: 10.1%, RAM: 40.3%, Latency: 154.4ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:03,578 Health Check - CPU: 19.6%, RAM: 40.3%, Latency: 132.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:04,902 Health Check - CPU: 5.2%, RAM: 40.3%, Latency: 119.1ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:06,693 Health Check - CPU: 7.4%, RAM: 40.3%, Latency: 124.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:08,004 Health Check - CPU: 3.6%, RAM: 40.3%, Latency: 120.4ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:09,321 Health Check - CPU: 13.6%, RAM: 40.3%, Latency: 120.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:10,657 Health Check - CPU: 2.5%, RAM: 40.3%, Latency: 137.2ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:11,991 Health Check - CPU: 6.1%, RAM: 40.3%, Latency: 129.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:13,306 Health Check - CPU: 12.2%, RAM: 40.3%, Latency: 122.2ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:14,611 Health Check - CPU: 11.1%, RAM: 40.3%, Latency: 121.1ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:15,957 Health Check - CPU: 5.7%, RAM: 40.2%, Latency: 137.0ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:17,241 Health Check - CPU: 8.2%, RAM: 40.2%, Latency: 95.0ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:18,482 Health Check - CPU: 6.0%, RAM: 40.2%, Latency: 96.0ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:18,520 💾 نسخه پشتیبان c:\Developer\T13_Project\T13\backup\20250529_042818_version.json ایجاد شد.
2025-05-29 04:28:18,520 نسخه جدید سیستم با معیارهای عملکردی ثبت شد.
2025-05-29 04:28:18,521 پیشنهادات ارتقا ثبت شدند.
2025-05-29 04:28:18,521 🔄 آغاز بازنویسی خودکار سیستم (Refactor)...
2025-05-29 04:28:19,523 خطوط بسیار طولانی (بیش از ۱۲۰ کاراکتر) در خطوط: [52, 153]
2025-05-29 04:28:19,524 ✅ بازنویسی خودکار سیستم به پایان رسید و snapshot ثبت شد.
2025-05-29 04:28:19,728 Health Check - CPU: 11.2%, RAM: 40.1%, Latency: 94.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:21,027 Health Check - CPU: 4.5%, RAM: 40.1%, Latency: 158.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:22,364 Health Check - CPU: 5.4%, RAM: 40.1%, Latency: 130.9ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:23,712 Health Check - CPU: 7.1%, RAM: 40.1%, Latency: 142.2ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:25,032 Health Check - CPU: 12.6%, RAM: 40.0%, Latency: 115.0ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:26,368 Health Check - CPU: 6.3%, RAM: 40.0%, Latency: 141.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:27,711 Health Check - CPU: 12.9%, RAM: 40.0%, Latency: 124.0ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:28,993 Health Check - CPU: 3.9%, RAM: 40.0%, Latency: 125.4ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:31,813 Health Check - CPU: 11.2%, RAM: 40.1%, Latency: 133.1ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:33,887 Health Check - CPU: 2.6%, RAM: 40.0%, Latency: 116.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:36,443 Health Check - CPU: 5.4%, RAM: 40.0%, Latency: 135.9ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:39,012 Health Check - CPU: 10.9%, RAM: 40.0%, Latency: 120.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:40,643 Health Check - CPU: 6.0%, RAM: 40.0%, Latency: 115.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:41,982 Health Check - CPU: 8.1%, RAM: 40.1%, Latency: 136.1ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:43,329 Health Check - CPU: 5.6%, RAM: 40.1%, Latency: 130.1ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:44,641 Health Check - CPU: 17.9%, RAM: 40.1%, Latency: 131.6ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:46,447 Health Check - CPU: 5.0%, RAM: 40.1%, Latency: 155.2ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:49,308 Health Check - CPU: 9.0%, RAM: 40.1%, Latency: 116.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:51,036 Health Check - CPU: 13.5%, RAM: 40.1%, Latency: 133.4ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:52,626 Health Check - CPU: 5.6%, RAM: 40.1%, Latency: 143.1ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:53,980 Health Check - CPU: 5.5%, RAM: 40.1%, Latency: 114.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:55,319 Health Check - CPU: 4.8%, RAM: 40.1%, Latency: 122.4ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:56,653 Health Check - CPU: 6.2%, RAM: 40.1%, Latency: 121.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:57,971 Health Check - CPU: 17.5%, RAM: 40.1%, Latency: 124.0ms, Disk: 69.0%, Alerts: None
2025-05-29 04:28:59,298 Health Check - CPU: 4.9%, RAM: 40.1%, Latency: 122.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:00,630 Health Check - CPU: 8.0%, RAM: 40.1%, Latency: 124.0ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:02,470 Health Check - CPU: 9.0%, RAM: 40.1%, Latency: 129.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:05,395 Health Check - CPU: 13.5%, RAM: 40.1%, Latency: 141.1ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:09,848 Health Check - CPU: 6.0%, RAM: 40.0%, Latency: 144.3ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:11,445 Health Check - CPU: 6.8%, RAM: 40.1%, Latency: 145.6ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:12,795 Health Check - CPU: 16.7%, RAM: 40.1%, Latency: 120.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:14,119 Health Check - CPU: 12.4%, RAM: 40.1%, Latency: 121.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:15,441 Health Check - CPU: 8.0%, RAM: 40.1%, Latency: 125.0ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:16,759 Health Check - CPU: 8.0%, RAM: 40.1%, Latency: 113.4ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:18,090 Health Check - CPU: 11.8%, RAM: 40.1%, Latency: 122.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:19,399 Health Check - CPU: 2.3%, RAM: 40.1%, Latency: 118.6ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:20,856 Health Check - CPU: 9.7%, RAM: 40.1%, Latency: 115.9ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:22,191 Health Check - CPU: 12.5%, RAM: 40.1%, Latency: 115.8ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:24,650 Health Check - CPU: 7.0%, RAM: 40.1%, Latency: 122.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:25,991 Health Check - CPU: 5.4%, RAM: 40.1%, Latency: 126.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:27,313 Health Check - CPU: 16.7%, RAM: 40.1%, Latency: 113.6ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:28,632 Health Check - CPU: 10.5%, RAM: 40.1%, Latency: 135.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:29,947 Health Check - CPU: 15.2%, RAM: 40.1%, Latency: 116.2ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:31,274 Health Check - CPU: 15.7%, RAM: 40.1%, Latency: 112.2ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:32,587 Health Check - CPU: 8.9%, RAM: 40.1%, Latency: 123.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:33,927 Health Check - CPU: 10.4%, RAM: 40.1%, Latency: 146.2ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:35,256 Health Check - CPU: 5.0%, RAM: 40.1%, Latency: 124.5ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:39,162 Health Check - CPU: 13.0%, RAM: 40.1%, Latency: 138.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:40,494 Health Check - CPU: 13.0%, RAM: 40.0%, Latency: 122.7ms, Disk: 69.0%, Alerts: None
2025-05-29 04:29:41,827 Health Check - CPU: 6.8%, RAM: 40.0%, Latency: 116.3ms, Disk: 69.0%, Alerts: None
